drugbank_id	molport_id	name	inchi_key
DB00006	MolPort-006-167-455	Bivalirudin	OIRCOABEOLEUMC-GEJPAHFPSA-N
DB00006	MolPort-046-684-145	Bivalirudin	OIRCOABEOLEUMC-GEJPAHFPSA-N
DB00007	MolPort-006-823-832	Leuprolide	GFIJNRVAKGFPGQ-LIJARHBVSA-N
DB00007	MolPort-023-276-592	Leuprolide	GFIJNRVAKGFPGQ-LIJARHBVSA-N
DB00007	MolPort-044-727-713	Leuprolide	GFIJNRVAKGFPGQ-LIJARHBVSA-N
DB00007	MolPort-046-684-146	Leuprolide	GFIJNRVAKGFPGQ-LIJARHBVSA-N
DB00014	MolPort-006-823-830	Goserelin	BLCLNMBMMGCOAS-URPVMXJPSA-N
DB00014	MolPort-023-276-864	Goserelin	BLCLNMBMMGCOAS-URPVMXJPSA-N
DB00014	MolPort-046-418-122	Goserelin	BLCLNMBMMGCOAS-URPVMXJPSA-N
DB00035	MolPort-006-069-425	Desmopressin	NFLWUMRGJYTJIN-PNIOQBSNSA-N
DB00035	MolPort-027-720-510	Desmopressin	NFLWUMRGJYTJIN-PNIOQBSNSA-N
DB00035	MolPort-046-417-182	Desmopressin	NFLWUMRGJYTJIN-PNIOQBSNSA-N
DB00035	MolPort-046-594-113	Desmopressin	NFLWUMRGJYTJIN-PNIOQBSNSA-N
DB00035	MolPort-046-767-484	Desmopressin	NFLWUMRGJYTJIN-PNIOQBSNSA-N
DB00050	MolPort-006-167-462	Cetrorelix	SBNPWPIBESPSIF-MHWMIDJBSA-N
DB00050	MolPort-046-426-357	Cetrorelix	SBNPWPIBESPSIF-MHWMIDJBSA-N
DB00080	MolPort-003-846-138	Daptomycin	DOAKLVKFURWEDJ-RWDRXURGSA-N
DB00080	MolPort-023-276-990	Daptomycin	DOAKLVKFURWEDJ-RWDRXURGSA-N
DB00080	MolPort-046-033-485	Daptomycin	DOAKLVKFURWEDJ-RWDRXURGSA-N
DB00091	MolPort-000-760-988	Cyclosporine	PMATZTZNYRCHOR-CGLBZJNRSA-N
DB00091	MolPort-000-770-536	Cyclosporine	PMATZTZNYRCHOR-CGLBZJNRSA-N
DB00091	MolPort-005-934-008	Cyclosporine	PMATZTZNYRCHOR-CGLBZJNRSA-N
DB00091	MolPort-006-705-994	Cyclosporine	PMATZTZNYRCHOR-CGLBZJNRSA-N
DB00091	MolPort-006-823-823	Cyclosporine	PMATZTZNYRCHOR-CGLBZJNRSA-N
DB00091	MolPort-008-348-475	Cyclosporine	PMATZTZNYRCHOR-CGLBZJNRSA-N
DB00091	MolPort-016-633-326	Cyclosporine	PMATZTZNYRCHOR-CGLBZJNRSA-N
DB00091	MolPort-023-220-296	Cyclosporine	PMATZTZNYRCHOR-CGLBZJNRSA-N
DB00091	MolPort-023-220-498	Cyclosporine	PMATZTZNYRCHOR-CGLBZJNRSA-N
DB00091	MolPort-042-665-995	Cyclosporine	PMATZTZNYRCHOR-CGLBZJNRSA-N
DB00091	MolPort-046-417-354	Cyclosporine	PMATZTZNYRCHOR-CGLBZJNRSA-N
DB00093	MolPort-006-110-121	Felypressin	SFKQVVDKFKYTNA-DZCXQCEKSA-N
DB00104	MolPort-006-069-387	Octreotide	DEQANNDTNATYII-OULOTJBUSA-N
DB00104	MolPort-006-395-515	Octreotide	DEQANNDTNATYII-OULOTJBUSA-N
DB00104	MolPort-009-194-181	Octreotide	DEQANNDTNATYII-OULOTJBUSA-N
DB00104	MolPort-023-276-221	Octreotide	DEQANNDTNATYII-OULOTJBUSA-N
DB00106	MolPort-006-167-469	Abarelix	AIWRTTMUVOZGPW-HSPKUQOVSA-N
DB00106	MolPort-039-140-385	Abarelix	AIWRTTMUVOZGPW-HSPKUQOVSA-N
DB00114	MolPort-003-939-200	Pyridoxal phosphate	NGVDGCNFYWLIFO-UHFFFAOYSA-N
DB00114	MolPort-003-939-335	Pyridoxal phosphate	NGVDGCNFYWLIFO-UHFFFAOYSA-N
DB00115	MolPort-016-633-264	Cyanocobalamin	RMRCNWBMXRMIRW-WZHZPDAFSA-L
DB00115	MolPort-035-395-693	Cyanocobalamin	RMRCNWBMXRMIRW-WZHZPDAFSA-L
DB00115	MolPort-046-785-846	Cyanocobalamin	RMRCNWBMXRMIRW-WZHZPDAFSA-L
DB00116	MolPort-001-684-176	Tetrahydrofolic acid	MSTNYGQPCMXVAQ-KIYNQFGBSA-N
DB00116	MolPort-044-561-485	Tetrahydrofolic acid	MSTNYGQPCMXVAQ-KIYNQFGBSA-N
DB00116	MolPort-044-561-727	Tetrahydrofolic acid	MSTNYGQPCMXVAQ-KIYNQFGBSA-N
DB00117	MolPort-001-779-923	Histidine	HNDVDQJCIGZPNO-YFKPBYRVSA-N
DB00117	MolPort-001-792-384	Histidine	HNDVDQJCIGZPNO-YFKPBYRVSA-N
DB00117	MolPort-001-794-138	Histidine	HNDVDQJCIGZPNO-YFKPBYRVSA-N
DB00117	MolPort-003-936-071	Histidine	HNDVDQJCIGZPNO-YFKPBYRVSA-N
DB00117	MolPort-006-167-473	Histidine	HNDVDQJCIGZPNO-YFKPBYRVSA-N
DB00117	MolPort-019-996-218	Histidine	HNDVDQJCIGZPNO-YFKPBYRVSA-N
DB00118	MolPort-003-925-199	Ademetionine	MEFKEPWMEQBLKI-AIRLBKTGSA-N
DB00118	MolPort-003-925-201	Ademetionine	MEFKEPWMEQBLKI-AIRLBKTGSA-N
DB00118	MolPort-003-940-163	Ademetionine	MEFKEPWMEQBLKI-AIRLBKTGSA-N
DB00118	MolPort-003-981-647	Ademetionine	MEFKEPWMEQBLKI-AIRLBKTGSA-N
DB00118	MolPort-005-938-266	Ademetionine	MEFKEPWMEQBLKI-AIRLBKTGSA-N
DB00118	MolPort-009-753-340	Ademetionine	MEFKEPWMEQBLKI-AIRLBKTGSA-N
DB00118	MolPort-023-278-205	Ademetionine	MEFKEPWMEQBLKI-AIRLBKTGSA-N
DB00118	MolPort-027-720-823	Ademetionine	MEFKEPWMEQBLKI-AIRLBKTGSA-N
DB00118	MolPort-035-757-516	Ademetionine	MEFKEPWMEQBLKI-AIRLBKTGSA-N
DB00118	MolPort-047-133-858	Ademetionine	MEFKEPWMEQBLKI-AIRLBKTGSA-N
DB00119	MolPort-001-779-763	Pyruvic acid	LCTONWCANYUPML-UHFFFAOYSA-N
DB00120	MolPort-001-757-101	Phenylalanine	COLNVLDHVKWLRT-QMMMGPOBSA-N
DB00120	MolPort-001-757-416	Phenylalanine	COLNVLDHVKWLRT-QMMMGPOBSA-N
DB00120	MolPort-001-780-018	Phenylalanine	COLNVLDHVKWLRT-QMMMGPOBSA-N
DB00120	MolPort-003-934-837	Phenylalanine	COLNVLDHVKWLRT-QMMMGPOBSA-N
DB00121	MolPort-001-788-412	Biotin	YBJHBAHKTGYVGT-ZKWXMUAHSA-N
DB00121	MolPort-002-111-510	Biotin	YBJHBAHKTGYVGT-ZKWXMUAHSA-N
DB00121	MolPort-002-507-373	Biotin	YBJHBAHKTGYVGT-ZKWXMUAHSA-N
DB00122	MolPort-001-792-031	Choline	OEYIOHPDSNJKLS-UHFFFAOYSA-N
DB00123	MolPort-001-758-969	L-Lysine	KDXKERNSBIXSRK-YFKPBYRVSA-N
DB00123	MolPort-001-779-975	L-Lysine	KDXKERNSBIXSRK-YFKPBYRVSA-N
DB00123	MolPort-001-792-388	L-Lysine	KDXKERNSBIXSRK-YFKPBYRVSA-N
DB00125	MolPort-000-000-568	Arginine	ODKSFYDXXFIFQN-BYPYZUCNSA-N
DB00125	MolPort-001-779-889	Arginine	ODKSFYDXXFIFQN-BYPYZUCNSA-N
DB00125	MolPort-003-925-879	Arginine	ODKSFYDXXFIFQN-BYPYZUCNSA-N
DB00125	MolPort-006-109-239	Arginine	ODKSFYDXXFIFQN-BYPYZUCNSA-N
DB00125	MolPort-006-118-537	Arginine	ODKSFYDXXFIFQN-BYPYZUCNSA-N
DB00125	MolPort-046-068-942	Arginine	ODKSFYDXXFIFQN-BYPYZUCNSA-N
