drugbank_id	chebi_id	name	inchi_key
DB00006	59173	Bivalirudin	OIRCOABEOLEUMC-GEJPAHFPSA-N
DB00007	63597	Leuprolide	GFIJNRVAKGFPGQ-LIJARHBVSA-N
DB00007	6427	Leuprolide	GFIJNRVAKGFPGQ-LIJARHBVSA-N
DB00014	5523	Goserelin	BLCLNMBMMGCOAS-URPVMXJPSA-N
DB00014	94412	Goserelin	BLCLNMBMMGCOAS-URPVMXJPSA-N
DB00035	4450	Desmopressin	NFLWUMRGJYTJIN-PNIOQBSNSA-N
DB00035	59728	Desmopressin	NFLWUMRGJYTJIN-PNIOQBSNSA-N
DB00050	31387	Cetrorelix	SBNPWPIBESPSIF-MHWMIDJBSA-N
DB00050	59224	Cetrorelix	SBNPWPIBESPSIF-MHWMIDJBSA-N
DB00080	600103	Daptomycin	DOAKLVKFURWEDJ-RWDRXURGSA-N
DB00091	4031	Cyclosporine	PMATZTZNYRCHOR-CGLBZJNRSA-N
DB00091	91669	Cyclosporine	PMATZTZNYRCHOR-CGLBZJNRSA-N
DB00091	92233	Cyclosporine	PMATZTZNYRCHOR-CGLBZJNRSA-N
DB00093	60564	Felypressin	SFKQVVDKFKYTNA-DZCXQCEKSA-N
DB00104	7726	Octreotide	DEQANNDTNATYII-OULOTJBUSA-N
DB00106	337298	Abarelix	AIWRTTMUVOZGPW-HSPKUQOVSA-N
DB00114	18405	Pyridoxal phosphate	NGVDGCNFYWLIFO-UHFFFAOYSA-N
DB00114	597326	Pyridoxal phosphate	NGVDGCNFYWLIFO-UHFFFAOYSA-N
DB00115	17439	Cyanocobalamin	RMRCNWBMXRMIRW-WZHZPDAFSA-L
DB00115	29306	Cyanocobalamin	RMRCNWBMXRMIRW-WZHZPDAFSA-L
DB00115	48828	Cyanocobalamin	RMRCNWBMXRMIRW-WZHZPDAFSA-L
DB00116	15635	Tetrahydrofolic acid	MSTNYGQPCMXVAQ-KIYNQFGBSA-N
DB00116	20506	Tetrahydrofolic acid	MSTNYGQPCMXVAQ-KIYNQFGBSA-N
DB00116	57453	Tetrahydrofolic acid	MSTNYGQPCMXVAQ-KIYNQFGBSA-N
DB00116	68437	Tetrahydrofolic acid	MSTNYGQPCMXVAQ-KIYNQFGBSA-N
DB00117	142967	Histidine	HNDVDQJCIGZPNO-YFKPBYRVSA-N
DB00117	15971	Histidine	HNDVDQJCIGZPNO-YFKPBYRVSA-N
DB00117	27570	Histidine	HNDVDQJCIGZPNO-YFKPBYRVSA-N
DB00117	27947	Histidine	HNDVDQJCIGZPNO-YFKPBYRVSA-N
DB00117	32510	Histidine	HNDVDQJCIGZPNO-YFKPBYRVSA-N
DB00117	32512	Histidine	HNDVDQJCIGZPNO-YFKPBYRVSA-N
DB00117	32513	Histidine	HNDVDQJCIGZPNO-YFKPBYRVSA-N
DB00117	32523	Histidine	HNDVDQJCIGZPNO-YFKPBYRVSA-N
DB00117	32526	Histidine	HNDVDQJCIGZPNO-YFKPBYRVSA-N
DB00117	32527	Histidine	HNDVDQJCIGZPNO-YFKPBYRVSA-N
DB00117	32529	Histidine	HNDVDQJCIGZPNO-YFKPBYRVSA-N
DB00117	32531	Histidine	HNDVDQJCIGZPNO-YFKPBYRVSA-N
DB00117	32532	Histidine	HNDVDQJCIGZPNO-YFKPBYRVSA-N
DB00117	57595	Histidine	HNDVDQJCIGZPNO-YFKPBYRVSA-N
DB00118	142093	Ademetionine	MEFKEPWMEQBLKI-AIRLBKTGSA-N
DB00118	142094	Ademetionine	MEFKEPWMEQBLKI-AIRLBKTGSA-N
DB00118	15414	Ademetionine	MEFKEPWMEQBLKI-AIRLBKTGSA-N
DB00118	33440	Ademetionine	MEFKEPWMEQBLKI-AIRLBKTGSA-N
DB00118	33442	Ademetionine	MEFKEPWMEQBLKI-AIRLBKTGSA-N
DB00118	59789	Ademetionine	MEFKEPWMEQBLKI-AIRLBKTGSA-N
DB00118	67040	Ademetionine	MEFKEPWMEQBLKI-AIRLBKTGSA-N
DB00119	15361	Pyruvic acid	LCTONWCANYUPML-UHFFFAOYSA-N
DB00119	32816	Pyruvic acid	LCTONWCANYUPML-UHFFFAOYSA-N
DB00120	16998	Phenylalanine	COLNVLDHVKWLRT-QMMMGPOBSA-N
DB00120	17295	Phenylalanine	COLNVLDHVKWLRT-QMMMGPOBSA-N
DB00120	28044	Phenylalanine	COLNVLDHVKWLRT-QMMMGPOBSA-N
DB00120	32486	Phenylalanine	COLNVLDHVKWLRT-QMMMGPOBSA-N
DB00120	32487	Phenylalanine	COLNVLDHVKWLRT-QMMMGPOBSA-N
DB00120	32494	Phenylalanine	COLNVLDHVKWLRT-QMMMGPOBSA-N
DB00120	32495	Phenylalanine	COLNVLDHVKWLRT-QMMMGPOBSA-N
DB00120	32504	Phenylalanine	COLNVLDHVKWLRT-QMMMGPOBSA-N
DB00120	32505	Phenylalanine	COLNVLDHVKWLRT-QMMMGPOBSA-N
DB00120	57981	Phenylalanine	COLNVLDHVKWLRT-QMMMGPOBSA-N
DB00120	58095	Phenylalanine	COLNVLDHVKWLRT-QMMMGPOBSA-N
DB00120	76052	Phenylalanine	COLNVLDHVKWLRT-QMMMGPOBSA-N
DB00121	15956	Biotin	YBJHBAHKTGYVGT-ZKWXMUAHSA-N
DB00121	57586	Biotin	YBJHBAHKTGYVGT-ZKWXMUAHSA-N
DB00121	94689	Biotin	YBJHBAHKTGYVGT-ZKWXMUAHSA-N
DB00121	95156	Biotin	YBJHBAHKTGYVGT-ZKWXMUAHSA-N
DB00122	15354	Choline	OEYIOHPDSNJKLS-UHFFFAOYSA-N
DB00122	72322	Choline	OEYIOHPDSNJKLS-UHFFFAOYSA-N
DB00123	132486	L-Lysine	KDXKERNSBIXSRK-YFKPBYRVSA-N
DB00123	133538	L-Lysine	KDXKERNSBIXSRK-YFKPBYRVSA-N
DB00123	16855	L-Lysine	KDXKERNSBIXSRK-YFKPBYRVSA-N
